freq,unit,iccs,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,NR,ICCS0101,DE11B	: 	: 	: 	: 	2 	0 	1 	0 	0 	2 	1 	0 	: 	: 
A,NR,ICCS0101,DE11C	: 	: 	: 	: 	3 	0 	3 	1 	4 	2 	2 	3 	: 	: 
A,NR,ICCS0101,DE11D	: 	: 	: 	: 	1 	0 	3 	0 	3 	1 	2 	2 	: 	: 
A,NR,ICCS0101,DE12	: 	: 	: 	: 	21 	20 	12 	16 	17 	24 	21 	19 	: 	: 
A,NR,ICCS0101,DE121	: 	: 	: 	: 	0 	1 	0 	0 	0 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE122	: 	: 	: 	: 	5 	4 	1 	3 	1 	3 	1 	1 	: 	: 
A,NR,ICCS0101,DE123	: 	: 	: 	: 	2 	3 	2 	0 	3 	2 	2 	3 	: 	: 
A,NR,ICCS0101,DE124	: 	: 	: 	: 	7 	0 	0 	1 	1 	3 	1 	2 	: 	: 
A,NR,ICCS0101,DE125	: 	: 	: 	: 	0 	1 	0 	0 	1 	3 	2 	2 	: 	: 
A,NR,ICCS0101,DE126	: 	: 	: 	: 	3 	4 	2 	4 	7 	4 	4 	3 	: 	: 
A,NR,ICCS0101,DE127	: 	: 	: 	: 	1 	0 	2 	0 	1 	3 	1 	0 	: 	: 
A,NR,ICCS0101,DE128	: 	: 	: 	: 	1 	4 	2 	1 	2 	2 	2 	4 	: 	: 
A,NR,ICCS0101,DE129	: 	: 	: 	: 	2 	0 	2 	1 	0 	1 	3 	2 	: 	: 
A,NR,ICCS0101,DE12A	: 	: 	: 	: 	0 	2 	1 	1 	0 	1 	2 	1 	: 	: 
A,NR,ICCS0101,DE12B	: 	: 	: 	: 	0 	0 	0 	2 	1 	0 	2 	1 	: 	: 
A,NR,ICCS0101,DE12C	: 	: 	: 	: 	0 	1 	0 	3 	0 	1 	1 	0 	: 	: 
A,NR,ICCS0101,DE13	: 	: 	: 	: 	18 	18 	14 	13 	21 	16 	13 	10 	: 	: 
A,NR,ICCS0101,DE131	: 	: 	: 	: 	3 	3 	2 	3 	5 	3 	2 	2 	: 	: 
A,NR,ICCS0101,DE132	: 	: 	: 	: 	2 	2 	4 	1 	1 	1 	0 	1 	: 	: 
A,NR,ICCS0101,DE133	: 	: 	: 	: 	1 	0 	3 	1 	3 	2 	1 	0 	: 	: 
A,NR,ICCS0101,DE134	: 	: 	: 	: 	3 	1 	1 	4 	4 	2 	6 	4 	: 	: 
A,NR,ICCS0101,DE135	: 	: 	: 	: 	2 	2 	0 	0 	1 	2 	1 	1 	: 	: 
A,NR,ICCS0101,DE136	: 	: 	: 	: 	1 	2 	1 	0 	1 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE137	: 	: 	: 	: 	1 	1 	1 	2 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE138	: 	: 	: 	: 	2 	5 	1 	0 	1 	3 	3 	1 	: 	: 
A,NR,ICCS0101,DE139	: 	: 	: 	: 	1 	1 	0 	0 	2 	0 	0 	1 	: 	: 
A,NR,ICCS0101,DE13A	: 	: 	: 	: 	2 	1 	1 	2 	3 	2 	0 	0 	: 	: 
A,NR,ICCS0101,DE14	: 	: 	: 	: 	11 	8 	7 	10 	13 	12 	13 	11 	: 	: 
A,NR,ICCS0101,DE141	: 	: 	: 	: 	1 	1 	4 	1 	3 	2 	2 	0 	: 	: 
A,NR,ICCS0101,DE142	: 	: 	: 	: 	2 	2 	1 	0 	1 	0 	2 	1 	: 	: 
A,NR,ICCS0101,DE143	: 	: 	: 	: 	0 	0 	1 	2 	1 	1 	3 	2 	: 	: 
A,NR,ICCS0101,DE144	: 	: 	: 	: 	2 	1 	0 	2 	0 	1 	1 	0 	: 	: 
A,NR,ICCS0101,DE145	: 	: 	: 	: 	1 	0 	1 	1 	1 	0 	2 	1 	: 	: 
A,NR,ICCS0101,DE146	: 	: 	: 	: 	2 	1 	0 	3 	2 	3 	0 	2 	: 	: 
A,NR,ICCS0101,DE147	: 	: 	: 	: 	1 	1 	0 	0 	0 	0 	0 	1 	: 	: 
A,NR,ICCS0101,DE148	: 	: 	: 	: 	0 	0 	0 	0 	4 	3 	1 	1 	: 	: 
A,NR,ICCS0101,DE149	: 	: 	: 	: 	2 	2 	0 	1 	1 	2 	2 	3 	: 	: 
A,NR,ICCS0101,DE2	: 	: 	: 	: 	83 	74 	75 	76 	100 	87 	92 	61 	: 	: 
A,NR,ICCS0101,DE21	: 	: 	: 	: 	24 	26 	23 	32 	37 	24 	34 	23 	: 	: 
A,NR,ICCS0101,DE211	: 	: 	: 	: 	2 	2 	2 	1 	1 	0 	1 	2 	: 	: 
A,NR,ICCS0101,DE212	: 	: 	: 	: 	7 	7 	4 	11 	15 	9 	14 	6 	: 	: 
A,NR,ICCS0101,DE213	: 	: 	: 	: 	0 	1 	1 	2 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE214	: 	: 	: 	: 	0 	1 	1 	0 	0 	1 	0 	2 	: 	: 
A,NR,ICCS0101,DE215	: 	: 	: 	: 	0 	0 	0 	1 	1 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE216	: 	: 	: 	: 	0 	0 	2 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE217	: 	: 	: 	: 	1 	0 	1 	1 	1 	1 	2 	0 	: 	: 
A,NR,ICCS0101,DE218	: 	: 	: 	: 	0 	0 	0 	0 	2 	0 	1 	0 	: 	: 
A,NR,ICCS0101,DE219	: 	: 	: 	: 	0 	0 	0 	2 	3 	1 	1 	0 	: 	: 
A,NR,ICCS0101,DE21A	: 	: 	: 	: 	1 	0 	3 	0 	1 	0 	2 	1 	: 	: 
A,NR,ICCS0101,DE21B	: 	: 	: 	: 	2 	0 	1 	1 	0 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE21C	: 	: 	: 	: 	6 	1 	0 	1 	2 	1 	2 	0 	: 	: 
A,NR,ICCS0101,DE21D	: 	: 	: 	: 	0 	1 	1 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE21E	: 	: 	: 	: 	0 	0 	0 	1 	3 	0 	1 	0 	: 	: 
A,NR,ICCS0101,DE21F	: 	: 	: 	: 	0 	3 	1 	1 	1 	2 	0 	4 	: 	: 
A,NR,ICCS0101,DE21G	: 	: 	: 	: 	1 	1 	0 	1 	0 	1 	1 	1 	: 	: 
A,NR,ICCS0101,DE21H	: 	: 	: 	: 	1 	1 	1 	2 	1 	1 	3 	1 	: 	: 
A,NR,ICCS0101,DE21I	: 	: 	: 	: 	0 	0 	1 	0 	0 	0 	0 	2 	: 	: 
A,NR,ICCS0101,DE21J	: 	: 	: 	: 	0 	1 	1 	2 	0 	0 	2 	0 	: 	: 
A,NR,ICCS0101,DE21K	: 	: 	: 	: 	0 	3 	2 	1 	2 	4 	1 	1 	: 	: 
A,NR,ICCS0101,DE21L	: 	: 	: 	: 	0 	2 	1 	0 	1 	0 	0 	1 	: 	: 
A,NR,ICCS0101,DE21M	: 	: 	: 	: 	3 	1 	0 	2 	2 	0 	3 	1 	: 	: 
A,NR,ICCS0101,DE21N	: 	: 	: 	: 	0 	1 	0 	2 	1 	1 	0 	1 	: 	: 
A,NR,ICCS0101,DE22	: 	: 	: 	: 	4 	7 	10 	7 	10 	13 	9 	9 	: 	: 
A,NR,ICCS0101,DE221	: 	: 	: 	: 	0 	0 	0 	0 	0 	2 	1 	0 	: 	: 
A,NR,ICCS0101,DE222	: 	: 	: 	: 	1 	1 	1 	1 	2 	0 	0 	3 	: 	: 
A,NR,ICCS0101,DE223	: 	: 	: 	: 	0 	0 	0 	0 	1 	0 	0 	1 	: 	: 
A,NR,ICCS0101,DE224	: 	: 	: 	: 	0 	2 	2 	2 	2 	1 	0 	1 	: 	: 
A,NR,ICCS0101,DE225	: 	: 	: 	: 	0 	0 	0 	0 	1 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE226	: 	: 	: 	: 	0 	0 	3 	0 	0 	1 	1 	0 	: 	: 
A,NR,ICCS0101,DE227	: 	: 	: 	: 	0 	0 	0 	0 	1 	1 	2 	0 	: 	: 
A,NR,ICCS0101,DE228	: 	: 	: 	: 	2 	0 	1 	0 	1 	1 	0 	1 	: 	: 
A,NR,ICCS0101,DE229	: 	: 	: 	: 	0 	0 	0 	1 	1 	0 	1 	0 	: 	: 
A,NR,ICCS0101,DE22A	: 	: 	: 	: 	0 	2 	0 	3 	0 	2 	1 	0 	: 	: 
A,NR,ICCS0101,DE22B	: 	: 	: 	: 	0 	1 	1 	0 	1 	1 	1 	3 	: 	: 
A,NR,ICCS0101,DE22C	: 	: 	: 	: 	1 	1 	2 	0 	0 	4 	2 	0 	: 	: 
A,NR,ICCS0101,DE23	: 	: 	: 	: 	9 	10 	3 	6 	9 	6 	8 	3 	: 	: 
A,NR,ICCS0101,DE231	: 	: 	: 	: 	0 	0 	0 	1 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE232	: 	: 	: 	: 	3 	1 	1 	1 	3 	2 	2 	0 	: 	: 
A,NR,ICCS0101,DE233	: 	: 	: 	: 	1 	2 	0 	0 	0 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE234	: 	: 	: 	: 	0 	0 	1 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE235	: 	: 	: 	: 	1 	0 	0 	0 	2 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE236	: 	: 	: 	: 	0 	2 	0 	1 	1 	0 	2 	0 	: 	: 
A,NR,ICCS0101,DE237	: 	: 	: 	: 	2 	0 	1 	1 	1 	0 	1 	2 	: 	: 
A,NR,ICCS0101,DE238	: 	: 	: 	: 	0 	2 	0 	1 	1 	1 	1 	0 	: 	: 
A,NR,ICCS0101,DE239	: 	: 	: 	: 	2 	2 	0 	1 	1 	1 	2 	0 	: 	: 
A,NR,ICCS0101,DE23A	: 	: 	: 	: 	0 	1 	0 	0 	0 	0 	0 	1 	: 	: 
A,NR,ICCS0101,DE24	: 	: 	: 	: 	12 	5 	6 	7 	17 	7 	8 	3 	: 	: 
A,NR,ICCS0101,DE241	: 	: 	: 	: 	0 	0 	0 	1 	1 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE242	: 	: 	: 	: 	1 	0 	3 	1 	3 	0 	2 	0 	: 	: 
A,NR,ICCS0101,DE243	: 	: 	: 	: 	0 	2 	1 	1 	0 	1 	1 	1 	: 	: 
A,NR,ICCS0101,DE244	: 	: 	: 	: 	1 	0 	0 	1 	0 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE245	: 	: 	: 	: 	3 	0 	0 	0 	0 	2 	1 	0 	: 	: 
A,NR,ICCS0101,DE246	: 	: 	: 	: 	1 	0 	0 	0 	0 	0 	1 	1 	: 	: 
A,NR,ICCS0101,DE247	: 	: 	: 	: 	1 	1 	1 	0 	1 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE248	: 	: 	: 	: 	0 	1 	0 	0 	0 	2 	0 	0 	: 	: 
A,NR,ICCS0101,DE249	: 	: 	: 	: 	0 	0 	0 	0 	3 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE24A	: 	: 	: 	: 	2 	0 	1 	1 	8 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE24B	: 	: 	: 	: 	1 	0 	0 	0 	0 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE24C	: 	: 	: 	: 	1 	1 	0 	0 	0 	0 	2 	0 	: 	: 
A,NR,ICCS0101,DE24D	: 	: 	: 	: 	1 	0 	0 	2 	1 	0 	1 	1 	: 	: 
A,NR,ICCS0101,DE25	: 	: 	: 	: 	6 	12 	7 	16 	13 	14 	17 	10 	: 	: 
A,NR,ICCS0101,DE251	: 	: 	: 	: 	0 	0 	0 	1 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE252	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	1 	0 	: 	: 
A,NR,ICCS0101,DE253	: 	: 	: 	: 	2 	0 	0 	3 	2 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE254	: 	: 	: 	: 	2 	5 	3 	5 	4 	11 	4 	4 	: 	: 
A,NR,ICCS0101,DE255	: 	: 	: 	: 	0 	2 	0 	0 	0 	0 	1 	3 	: 	: 
A,NR,ICCS0101,DE256	: 	: 	: 	: 	0 	1 	0 	6 	3 	1 	1 	1 	: 	: 
A,NR,ICCS0101,DE257	: 	: 	: 	: 	0 	2 	0 	0 	0 	0 	1 	0 	: 	: 
A,NR,ICCS0101,DE258	: 	: 	: 	: 	1 	0 	2 	0 	1 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE259	: 	: 	: 	: 	0 	1 	1 	0 	1 	0 	2 	1 	: 	: 
A,NR,ICCS0101,DE25A	: 	: 	: 	: 	0 	1 	0 	0 	1 	0 	1 	0 	: 	: 
A,NR,ICCS0101,DE25B	: 	: 	: 	: 	0 	0 	0 	1 	1 	0 	2 	0 	: 	: 
A,NR,ICCS0101,DE25C	: 	: 	: 	: 	1 	0 	1 	0 	0 	1 	4 	1 	: 	: 
A,NR,ICCS0101,DE26	: 	: 	: 	: 	8 	5 	10 	3 	4 	14 	5 	2 	: 	: 
A,NR,ICCS0101,DE261	: 	: 	: 	: 	1 	2 	0 	1 	1 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE262	: 	: 	: 	: 	2 	0 	1 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE263	: 	: 	: 	: 	1 	0 	1 	0 	0 	2 	2 	0 	: 	: 
A,NR,ICCS0101,DE264	: 	: 	: 	: 	1 	1 	0 	1 	0 	1 	0 	1 	: 	: 
A,NR,ICCS0101,DE265	: 	: 	: 	: 	0 	0 	1 	0 	0 	0 	0 	1 	: 	: 
A,NR,ICCS0101,DE266	: 	: 	: 	: 	1 	0 	1 	0 	1 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE267	: 	: 	: 	: 	0 	0 	0 	0 	0 	7 	0 	0 	: 	: 
A,NR,ICCS0101,DE268	: 	: 	: 	: 	0 	1 	0 	0 	1 	2 	1 	0 	: 	: 
A,NR,ICCS0101,DE269	: 	: 	: 	: 	0 	0 	2 	0 	1 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE26A	: 	: 	: 	: 	1 	1 	2 	1 	0 	2 	2 	0 	: 	: 
A,NR,ICCS0101,DE26B	: 	: 	: 	: 	0 	0 	1 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE26C	: 	: 	: 	: 	1 	0 	1 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE27	: 	: 	: 	: 	20 	9 	16 	5 	10 	9 	11 	11 	: 	: 
A,NR,ICCS0101,DE271	: 	: 	: 	: 	7 	3 	5 	1 	1 	3 	2 	1 	: 	: 
A,NR,ICCS0101,DE272	: 	: 	: 	: 	2 	0 	3 	0 	2 	1 	1 	2 	: 	: 
A,NR,ICCS0101,DE273	: 	: 	: 	: 	2 	3 	0 	1 	2 	0 	1 	0 	: 	: 
A,NR,ICCS0101,DE274	: 	: 	: 	: 	0 	0 	1 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE275	: 	: 	: 	: 	0 	0 	2 	1 	1 	0 	0 	1 	: 	: 
A,NR,ICCS0101,DE276	: 	: 	: 	: 	0 	1 	0 	0 	0 	2 	2 	2 	: 	: 
A,NR,ICCS0101,DE277	: 	: 	: 	: 	1 	0 	1 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE278	: 	: 	: 	: 	1 	0 	2 	0 	1 	0 	2 	0 	: 	: 
A,NR,ICCS0101,DE279	: 	: 	: 	: 	1 	1 	2 	0 	1 	2 	1 	0 	: 	: 
A,NR,ICCS0101,DE27A	: 	: 	: 	: 	1 	0 	0 	0 	1 	0 	2 	2 	: 	: 
A,NR,ICCS0101,DE27B	: 	: 	: 	: 	0 	0 	0 	1 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE27C	: 	: 	: 	: 	2 	0 	0 	1 	1 	0 	0 	2 	: 	: 
A,NR,ICCS0101,DE27D	: 	: 	: 	: 	0 	1 	0 	0 	0 	1 	0 	1 	: 	: 
A,NR,ICCS0101,DE27E	: 	: 	: 	: 	3 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE3	: 	: 	: 	: 	50 	53 	47 	42 	47 	45 	36 	44 	: 	: 
A,NR,ICCS0101,DE30	: 	: 	: 	: 	50 	53 	47 	42 	47 	45 	36 	44 	: 	: 
A,NR,ICCS0101,DE300	: 	: 	: 	: 	50 	53 	47 	42 	47 	45 	36 	44 	: 	: 
A,NR,ICCS0101,DE4	: 	: 	: 	: 	11 	21 	18 	24 	21 	24 	12 	14 	: 	: 
A,NR,ICCS0101,DE40	: 	: 	: 	: 	11 	21 	18 	24 	21 	24 	12 	14 	: 	: 
A,NR,ICCS0101,DE401	: 	: 	: 	: 	0 	0 	1 	1 	1 	0 	0 	1 	: 	: 
A,NR,ICCS0101,DE402	: 	: 	: 	: 	0 	0 	0 	0 	0 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE403	: 	: 	: 	: 	0 	1 	0 	2 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE404	: 	: 	: 	: 	0 	1 	0 	1 	2 	3 	2 	1 	: 	: 
A,NR,ICCS0101,DE405	: 	: 	: 	: 	0 	2 	2 	4 	4 	1 	1 	2 	: 	: 
A,NR,ICCS0101,DE406	: 	: 	: 	: 	1 	2 	1 	1 	0 	2 	0 	0 	: 	: 
A,NR,ICCS0101,DE407	: 	: 	: 	: 	1 	3 	0 	1 	1 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE408	: 	: 	: 	: 	4 	1 	1 	1 	0 	3 	0 	2 	: 	: 
A,NR,ICCS0101,DE409	: 	: 	: 	: 	0 	3 	4 	2 	1 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE40A	: 	: 	: 	: 	2 	0 	0 	0 	0 	3 	0 	0 	: 	: 
A,NR,ICCS0101,DE40B	: 	: 	: 	: 	0 	2 	1 	1 	0 	1 	1 	0 	: 	: 
A,NR,ICCS0101,DE40C	: 	: 	: 	: 	1 	3 	1 	2 	2 	4 	2 	0 	: 	: 
A,NR,ICCS0101,DE40D	: 	: 	: 	: 	0 	0 	2 	0 	0 	0 	3 	1 	: 	: 
A,NR,ICCS0101,DE40E	: 	: 	: 	: 	0 	1 	2 	1 	2 	2 	0 	3 	: 	: 
A,NR,ICCS0101,DE40F	: 	: 	: 	: 	0 	0 	0 	1 	3 	0 	1 	1 	: 	: 
A,NR,ICCS0101,DE40G	: 	: 	: 	: 	0 	0 	0 	1 	1 	1 	1 	1 	: 	: 
A,NR,ICCS0101,DE40H	: 	: 	: 	: 	2 	1 	1 	1 	3 	1 	0 	2 	: 	: 
A,NR,ICCS0101,DE40I	: 	: 	: 	: 	0 	1 	2 	4 	1 	1 	1 	0 	: 	: 
A,NR,ICCS0101,DE5	: 	: 	: 	: 	10 	7 	6 	3 	13 	5 	7 	6 	: 	: 
A,NR,ICCS0101,DE50	: 	: 	: 	: 	10 	7 	6 	3 	13 	5 	7 	6 	: 	: 
A,NR,ICCS0101,DE501	: 	: 	: 	: 	6 	4 	5 	2 	9 	5 	7 	4 	: 	: 
A,NR,ICCS0101,DE502	: 	: 	: 	: 	4 	3 	1 	1 	4 	0 	0 	2 	: 	: 
A,NR,ICCS0101,DE6	: 	: 	: 	: 	13 	14 	21 	17 	13 	15 	22 	17 	: 	: 
A,NR,ICCS0101,DE60	: 	: 	: 	: 	13 	14 	21 	17 	13 	15 	22 	17 	: 	: 
A,NR,ICCS0101,DE600	: 	: 	: 	: 	13 	14 	21 	17 	13 	15 	22 	17 	: 	: 
A,NR,ICCS0101,DE7	: 	: 	: 	: 	53 	55 	60 	61 	47 	56 	63 	58 	: 	: 
A,NR,ICCS0101,DE71	: 	: 	: 	: 	37 	29 	34 	36 	29 	35 	34 	41 	: 	: 
A,NR,ICCS0101,DE711	: 	: 	: 	: 	5 	0 	1 	1 	3 	0 	4 	3 	: 	: 
A,NR,ICCS0101,DE712	: 	: 	: 	: 	7 	8 	8 	6 	7 	10 	5 	12 	: 	: 
A,NR,ICCS0101,DE713	: 	: 	: 	: 	0 	1 	0 	2 	1 	1 	2 	4 	: 	: 
A,NR,ICCS0101,DE714	: 	: 	: 	: 	1 	3 	6 	4 	1 	0 	1 	2 	: 	: 
A,NR,ICCS0101,DE715	: 	: 	: 	: 	1 	2 	1 	2 	1 	0 	1 	1 	: 	: 
A,NR,ICCS0101,DE716	: 	: 	: 	: 	3 	1 	1 	0 	3 	3 	3 	0 	: 	: 
A,NR,ICCS0101,DE717	: 	: 	: 	: 	2 	0 	0 	4 	2 	2 	1 	4 	: 	: 
A,NR,ICCS0101,DE718	: 	: 	: 	: 	3 	2 	3 	3 	1 	4 	2 	0 	: 	: 
A,NR,ICCS0101,DE719	: 	: 	: 	: 	4 	5 	4 	4 	5 	2 	5 	4 	: 	: 
A,NR,ICCS0101,DE71A	: 	: 	: 	: 	1 	1 	1 	0 	1 	1 	4 	3 	: 	: 
A,NR,ICCS0101,DE71B	: 	: 	: 	: 	0 	0 	0 	0 	1 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE71C	: 	: 	: 	: 	2 	1 	5 	2 	2 	4 	2 	1 	: 	: 
A,NR,ICCS0101,DE71D	: 	: 	: 	: 	2 	2 	2 	0 	1 	0 	0 	2 	: 	: 
A,NR,ICCS0101,DE71E	: 	: 	: 	: 	6 	3 	2 	8 	0 	8 	4 	5 	: 	: 
A,NR,ICCS0101,DE72	: 	: 	: 	: 	7 	15 	15 	16 	13 	10 	12 	8 	: 	: 
A,NR,ICCS0101,DE721	: 	: 	: 	: 	3 	5 	4 	3 	3 	3 	3 	1 	: 	: 
A,NR,ICCS0101,DE722	: 	: 	: 	: 	2 	5 	2 	6 	7 	2 	0 	5 	: 	: 
A,NR,ICCS0101,DE723	: 	: 	: 	: 	1 	1 	4 	3 	1 	1 	4 	0 	: 	: 
A,NR,ICCS0101,DE724	: 	: 	: 	: 	0 	3 	4 	1 	1 	2 	5 	1 	: 	: 
A,NR,ICCS0101,DE725	: 	: 	: 	: 	1 	1 	1 	3 	1 	2 	0 	1 	: 	: 
A,NR,ICCS0101,DE73	: 	: 	: 	: 	9 	11 	11 	9 	5 	11 	17 	9 	: 	: 
A,NR,ICCS0101,DE731	: 	: 	: 	: 	2 	4 	2 	4 	3 	3 	4 	1 	: 	: 
A,NR,ICCS0101,DE732	: 	: 	: 	: 	1 	1 	0 	1 	0 	3 	2 	0 	: 	: 
A,NR,ICCS0101,DE733	: 	: 	: 	: 	3 	0 	3 	0 	0 	3 	5 	1 	: 	: 
A,NR,ICCS0101,DE734	: 	: 	: 	: 	1 	0 	1 	2 	1 	2 	0 	3 	: 	: 
A,NR,ICCS0101,DE735	: 	: 	: 	: 	2 	2 	0 	0 	1 	0 	3 	3 	: 	: 
A,NR,ICCS0101,DE736	: 	: 	: 	: 	0 	0 	5 	0 	0 	0 	2 	0 	: 	: 
A,NR,ICCS0101,DE737	: 	: 	: 	: 	0 	4 	0 	2 	0 	0 	1 	1 	: 	: 
A,NR,ICCS0101,DE8	: 	: 	: 	: 	10 	11 	14 	11 	8 	7 	12 	15 	: 	: 
A,NR,ICCS0101,DE80	: 	: 	: 	: 	10 	11 	14 	11 	8 	7 	12 	15 	: 	: 
A,NR,ICCS0101,DE803	: 	: 	: 	: 	5 	5 	3 	2 	0 	1 	3 	2 	: 	: 
A,NR,ICCS0101,DE804	: 	: 	: 	: 	1 	0 	0 	2 	0 	0 	2 	0 	: 	: 
A,NR,ICCS0101,DE80J	: 	: 	: 	: 	3 	1 	2 	1 	1 	2 	2 	1 	: 	: 
A,NR,ICCS0101,DE80K	: 	: 	: 	: 	0 	1 	0 	1 	1 	0 	2 	3 	: 	: 
A,NR,ICCS0101,DE80L	: 	: 	: 	: 	1 	0 	1 	1 	2 	2 	3 	4 	: 	: 
A,NR,ICCS0101,DE80M	: 	: 	: 	: 	0 	2 	1 	1 	1 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE80N	: 	: 	: 	: 	0 	1 	6 	3 	3 	0 	0 	4 	: 	: 
A,NR,ICCS0101,DE80O	: 	: 	: 	: 	0 	1 	1 	0 	0 	2 	0 	1 	: 	: 
A,NR,ICCS0101,DE9	: 	: 	: 	: 	56 	80 	91 	118 	163 	173 	72 	70 	: 	: 
A,NR,ICCS0101,DE91	: 	: 	: 	: 	14 	19 	25 	17 	25 	15 	9 	13 	: 	: 
A,NR,ICCS0101,DE911	: 	: 	: 	: 	2 	7 	0 	3 	5 	2 	0 	0 	: 	: 
A,NR,ICCS0101,DE912	: 	: 	: 	: 	2 	1 	3 	2 	3 	1 	0 	2 	: 	: 
A,NR,ICCS0101,DE913	: 	: 	: 	: 	0 	0 	6 	2 	3 	3 	1 	3 	: 	: 
A,NR,ICCS0101,DE914	: 	: 	: 	: 	0 	0 	1 	0 	0 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE916	: 	: 	: 	: 	2 	4 	3 	1 	3 	0 	0 	2 	: 	: 
A,NR,ICCS0101,DE917	: 	: 	: 	: 	1 	1 	2 	2 	3 	1 	1 	0 	: 	: 
A,NR,ICCS0101,DE918	: 	: 	: 	: 	1 	0 	3 	1 	0 	3 	1 	1 	: 	: 
A,NR,ICCS0101,DE91A	: 	: 	: 	: 	4 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,ICCS0101,DE91B	: 	: 	: 	: 	0 	1 	0 	2 	4 	0 	1 	0 	: 	: 
A,NR,ICCS0101,DE91C	: 	: 	: 	: 	2 	5 	7 	4 	4 	4 	5 	5 	: 	: 
A,NR,ICCS0101,DE92	: 	: 	: 	: 	16 	21 	21 	16 	22 	19 	18 	19 	: 	: 
A,NR,ICCS0101,DE922	: 	: 	: 	: 	1 	1 	3 	0 	3 	2 	0 	1 	: 	: 
A,NR,ICCS0101,DE923	: 	: 	: 	: 	2 	4 	2 	2 	1 	2 	0 	3 	: 	: 
A,NR,ICCS0101,DE925	: 	: 	: 	: 	4 	5 	2 	0 	1 	2 	4 	1 	: 	: 
A,NR,ICCS0101,DE926	: 	: 	: 	: 	0 	0 	2 	1 	1 	0 	1 	1 	: 	: 
A,NR,ICCS0101,DE927	: 	: 	: 	: 	3 	2 	1 	0 	3 	1 	0 	2 	: 	: 
A,NR,ICCS0101,DE928	: 	: 	: 	: 	2 	1 	2 	3 	0 	1 	2 	2 	: 	: 
A,NR,ICCS0101,DE929	: 	: 	: 	: 	4 	8 	9 	10 	13 	11 	11 	9 	: 	: 
A,NR,ICCS0101,DE93	: 	: 	: 	: 	15 	24 	17 	17 	14 	26 	12 	17 	: 	: 
A,NR,ICCS0101,DE931	: 	: 	: 	: 	1 	3 	4 	1 	4 	3 	2 	3 	: 	: 
A,NR,ICCS0101,DE932	: 	: 	: 	: 	3 	3 	1 	3 	0 	3 	2 	3 	: 	: 
A,NR,ICCS0101,DE933	: 	: 	: 	: 	4 	2 	3 	2 	1 	0 	4 	1 	: 	: 
A,NR,ICCS0101,DE934	: 	: 	: 	: 	0 	1 	1 	1 	0 	1 	0 	0 	: 	: 
A,NR,ICCS0101,DE935	: 	: 	: 	: 	1 	0 	1 	1 	0 	1 	0 	3 	: 	: 
A,NR,ICCS0101,DE936	: 	: 	: 	: 	0 	1 	3 	1 	0 	1 	2 	1 	: 	: 
